feature	edgeR:P	voom:adjP	DESeq2:score
ENSG00000160062	0.001129433	0.0021735	0.606688001
ENSG00000160072	0.605983262	0.703960226	0.029028566
ENSG00000160075	0.229577319	0.409994588	0.257033638
ENSG00000160087	1.86E-08	1.46E-06	0.724560037
ENSG00000160094	4.92E-06	0.001425699	1.045939845
ENSG00000160097	3.43E-49	4.11E-13	4.074897597
ENSG00000160678	3.96E-06	0.000160822	1.309460708
ENSG00000160679	0.297108402	0.508242504	0.127665841
ENSG00000160685	0.304535637	0.379546335	0.17860271
ENSG00000160688	0.45780953	0.50232039	0.149229379
ENSG00000160691	0.414959417	0.547254951	0.077890305
ENSG00000160710	0.054486421	0.160233429	0.434624498
ENSG00000160712	0.028944152	0.141298966	0.714261868
ENSG00000160714	0.656176799	0.773187586	0.105404823
ENSG00000160716	0.300421105	0.594727864	0.352847063
ENSG00000160741	0.001711758	0.008099458	0.483397571
ENSG00000160752	0.012076163	0.022240393	0.336768011
ENSG00000160753	0.300617512	0.707118848	0.130972179
ENSG00000160766	0.706943004	0.862792784	0.13053269
ENSG00000160767	0.447452402	0.53461545	0.091927934
ENSG00000160781	0.062038667	0.121350327	0.452233586
ENSG00000160783	0.077672877	0.332309376	0.355029083
ENSG00000160785	0.754417553	0.917205553	0.092857934
ENSG00000160789	0.143051349	0.249388862	0.315403957
ENSG00000160803	1.89E-13	1.50E-06	1.247173281
ENSG00000160818	1.67E-66	4.91E-10	5.843639718
ENSG00000160838	0.969668459	0.835831319	0.072163973
ENSG00000160856	0.844645087	0.911529386	0.009222327
ENSG00000162365	0.597824162	0.745767474	0.340594443
ENSG00000162366	0.126459349	0.223360302	0.305431697
ENSG00000162367	0.844801251	0.940573461	0.005081523
ENSG00000162368	0.745733478	0.844977418	0.10323398
ENSG00000162373	1.53E-66	1.14E-14	4.523061003
ENSG00000162374	0.00045377	0.001173259	0.60980109
ENSG00000162377	3.58E-36	2.08E-11	2.46506466
ENSG00000162378	0.117859263	0.388738507	0.389422555
ENSG00000162383	0.931322902	0.451666426	0.005753894
ENSG00000162384	0.602734995	0.774546872	0.121109453
ENSG00000162385	3.15E-57	5.65E-13	6.656138054
ENSG00000162390	0.108209296	0.130214681	0.254857906
ENSG00000162391	0.165435594	0.657668112	0.503442089
ENSG00000162396	1.68E-07	0.0016688	1.491064372
ENSG00000162398	1.96E-11	2.65E-07	1.816689453
ENSG00000162399	0.929738344	0.780337993	0.000772917
ENSG00000162402	5.27E-18	5.84E-09	1.228060972
ENSG00000162407	8.15E-60	2.73E-14	3.025165608
ENSG00000162408	0.690256947	0.855807986	0.114292538
ENSG00000162409	0.268768574	0.617636428	0.268506075
ENSG00000162413	0.98162189	0.949232528	0.039807136
ENSG00000162415	0.215061494	0.141931568	0.428141126
ENSG00000162419	0.03816196	0.144604637	0.559392727
ENSG00000162426	0.944351337	0.971739734	0.067253528
ENSG00000162430	0.965727459	0.936138975	0.057388029
ENSG00000162433	0.524610596	0.642357866	0.136268969
ENSG00000162434	6.52E-21	5.72E-08	3.585027563
ENSG00000162437	0.047383466	0.246245284	0.430678261
ENSG00000162438	0.832561859	0.893316171	0.160023697
ENSG00000162441	1.62E-10	2.23E-06	1.16621746
ENSG00000162444	0.046977908	0.062079952	0.534505747
ENSG00000162458	1.68E-29	3.36E-09	2.586402521
ENSG00000162460	0.993425382	0.978207295	0.048048536
ENSG00000162461	0.822614658	0.881744513	0.02484324
ENSG00000162482	3.20E-62	2.95E-14	2.757127288
ENSG00000162490	3.03E-37	4.00E-12	5.853016681
ENSG00000162493	0.023735857	0.036604011	0.377550463
ENSG00000162494	0.83759071	0.945635281	0.219537501
ENSG00000162496	0.912870607	0.928793896	0.069393807
ENSG00000162510	0.124953386	0.446790877	0.940400048
ENSG00000162511	0.062651042	0.144413816	0.530629485
ENSG00000162512	4.53E-12	1.71E-06	1.325904671
ENSG00000162517	0.028590544	0.237460756	0.493852923
ENSG00000162520	1.97E-19	2.38E-08	1.888705267
ENSG00000162521	0.684358581	0.75767033	0.017067931
ENSG00000162522	0.730881734	0.652993563	0.075838152
ENSG00000162526	9.01E-08	0.001425699	2.172001738
ENSG00000162542	0.419947099	0.621026955	0.133391025
ENSG00000162543	0.950297209	0.712699951	0.101622321
ENSG00000162545	0.0085186	0.084179057	0.609318174
ENSG00000162551	1.54E-45	3.42E-13	5.499332378
ENSG00000162552	0.245745707	0.379872272	0.328542335
ENSG00000162571	0.766870789	0.781345944	0.139746104
ENSG00000162572	0.004560529	0.017491102	0.725128149
ENSG00000162576	0.404455898	0.733381875	0.17427431
ENSG00000162585	0.044845755	0.08002643	0.369492966
ENSG00000162591	0.053047553	0.084179057	0.366431612
ENSG00000162594	0.980359761	0.982966526	0.041575358
ENSG00000162595	0.337747621	0.410466453	0.385076558
ENSG00000162599	0.268250958	0.415069464	0.130684355
ENSG00000162600	0.912822622	0.949232528	0.027417176
ENSG00000162601	0.939491844	0.952087774	0.037189623
ENSG00000162604	7.59E-20	3.51E-08	1.853549087
ENSG00000162607	1.51E-08	1.31E-05	1.043511183
ENSG00000162613	0.489265629	0.643392875	0.154336833
ENSG00000162614	0.591542104	0.692063906	0.113197771
ENSG00000162616	1.95E-28	9.59E-11	1.617726726
ENSG00000162618	0.779408585	0.885446527	0.003515585
ENSG00000162620	0.799736812	0.971739734	0.044392843
ENSG00000162623	7.72E-78	6.82E-16	5.035014738
ENSG00000162627	0.505688198	0.807220769	0.120097374
ENSG00000162630	0.594449166	0.671943242	0.171845942
ENSG00000162631	0.48168156	0.592354144	0.214852121
ENSG00000162636	6.78E-11	1.55E-06	1.099899985
ENSG00000162639	0.574648115	0.641006237	0.149156484
ENSG00000162641	0.470777538	0.821388374	0.383874097
ENSG00000162642	0.775522543	0.921811402	0.099585495
ENSG00000162643	0.408191817	0.588958645	0.193165957
ENSG00000162645	0.280051471	0.399222543	0.240376135
ENSG00000162650	2.01E-13	5.17E-08	1.875723401
ENSG00000162654	0.840914626	0.916723677	0.08538803
ENSG00000162664	0.160369886	0.281560377	0.162448267
ENSG00000162669	0.035878088	0.090920261	0.602123149
ENSG00000162670	0.39676841	0.655005778	0.279476646
ENSG00000162676	0.128101267	0.569822493	0.316270318
ENSG00000162687	0.980262839	0.931542917	0.050495632
ENSG00000162688	0.019072194	0.039647335	0.339994209
ENSG00000162692	0.763618419	0.826384069	0.000832822
ENSG00000162694	3.57E-83	1.07E-16	2.558596834
ENSG00000162695	2.11E-79	2.73E-14	4.013170833
ENSG00000162702	0.806550267	0.908661982	0.000252581
ENSG00000162704	0.249288991	0.399162303	0.159188653
ENSG00000162706	1.16E-06	9.26E-05	0.923636373
ENSG00000162711	4.31E-26	1.54E-11	1.513043153
ENSG00000162714	0.990034377	0.93969285	0.046956059
ENSG00000162722	0.120884623	0.290311813	0.4332485
ENSG00000162728	0.201464478	0.340939734	0.497254512
ENSG00000162729	0.722874178	0.937046579	0.114357229
ENSG00000162733	1.60E-13	4.23E-07	1.190921535
ENSG00000162734	0.998299244	0.941900548	0.046750907
ENSG00000162735	0.082057851	0.118040578	0.328740058
ENSG00000162736	0.035249373	0.057217083	0.338033939
ENSG00000162738	3.14E-30	2.63E-12	5.503296528
ENSG00000162739	0.111791128	0.136433215	0.295080774
ENSG00000162745	2.86E-28	2.89E-11	2.444919771
ENSG00000162746	0.005119619	0.435138393	1.824079378
ENSG00000162747	0.269247808	0.405732897	0.210546544
ENSG00000162755	7.92E-13	8.10E-06	2.304211126
ENSG00000162757	0.349238233	0.655967512	0.198040577
ENSG00000162761	0.757799027	0.988337441	0.047411152
ENSG00000162769	0.141091682	0.665204344	0.604499321
ENSG00000162772	0.547103315	0.692063906	0.137676644
ENSG00000162775	2.35E-32	7.88E-12	1.993942506
ENSG00000162777	6.02E-143	3.55E-16	5.938186122
ENSG00000162779	0.666260563	0.86700892	0.078342722
ENSG00000162782	0.771794264	0.826384069	0.149519901
ENSG00000162783	0.125421841	0.297565013	0.358576459
ENSG00000162813	0.470018822	0.508327435	0.070281197
ENSG00000162814	2.77E-10	3.73E-08	1.291034332
ENSG00000162817	0.69855876	0.839766288	0.030555343
ENSG00000162819	2.00E-11	1.09E-06	1.375222492
ENSG00000162825	0.713656223	0.988337441	0.018552624
ENSG00000162836	0.349246965	0.42425284	0.675140353
ENSG00000162843	0.333233438	0.616674541	0.388961303
ENSG00000162849	0.409985524	0.481591391	0.258590753
ENSG00000162851	0.984650409	0.988337441	0.044118381
ENSG00000162852	1.37E-24	4.10E-10	2.000204186
ENSG00000162873	0.014343831	0.039837861	0.630394171
ENSG00000162877	4.82E-50	3.87E-11	5.764046481
ENSG00000162885	1.63E-26	2.85E-10	1.847611017
ENSG00000162888	0.144975288	0.539966924	0.653914338
ENSG00000162889	0.201617397	0.316767098	0.247093248
ENSG00000162891	0.374277097	0.845551318	0.493913282
ENSG00000162892	0.667911335	0.751504849	0.13419387
ENSG00000162894	0.163700244	0.373759362	0.286476153
ENSG00000162896	1.10E-232	4.05E-23	10.32248145
ENSG00000162897	0.781347928	0.951972347	0.117401221
ENSG00000162909	0.012120689	0.024084832	0.676456717
ENSG00000162910	0.015437551	0.066291306	0.470152285
ENSG00000162913	0.951424604	0.821663944	0.013315437
ENSG00000162923	0.023264737	0.032460082	0.258272268
ENSG00000162931	3.57E-06	0.000325056	2.512993348
ENSG00000162946	0.728803212	0.8407896	0.027814086
ENSG00000163041	0.395617872	0.613134589	0.172440675
ENSG00000163050	1.97E-05	0.000130961	0.526047855
ENSG00000163113	0.599040308	0.621026955	0.189468516
ENSG00000163125	0.468287349	0.59265741	0.154469285
ENSG00000163131	0.711849141	0.743467627	0.11471653
ENSG00000163141	4.02E-07	7.45E-05	2.747837942
ENSG00000163154	0.575818797	0.762869827	0.076584557
ENSG00000163155	0.961959042	0.949232528	0.058902708
ENSG00000163156	4.40E-167	6.89E-18	5.599439065
ENSG00000163157	0.309483263	0.086044501	0.646469528
ENSG00000163159	0.030845367	0.05782937	0.296041691
ENSG00000163191	0.903044798	0.976959697	0.025989406
ENSG00000163218	0.586114144	0.587806093	0.205818304
ENSG00000163220	0.534363904	0.781339184	0.149410981
ENSG00000163221	0.070432749	0.115655616	0.721011489
ENSG00000163239	0.403030545	0.569048686	0.234886473
ENSG00000163344	0.419365164	0.616909539	0.074481457
ENSG00000163346	0.211654561	0.548630848	0.164228392
ENSG00000163348	0.003214045	0.053740618	0.59984659
ENSG00000163349	1.82E-47	9.24E-14	2.037587776
ENSG00000163354	0.257194902	0.337207296	0.410416974
ENSG00000163357	0.10309373	0.441388398	0.694449513
ENSG00000163362	1.22E-22	1.84E-08	2.096920566
ENSG00000163374	0.856350115	0.93969285	0.070878102
ENSG00000163382	6.41E-05	0.015011729	1.002499658
ENSG00000163386	0.000999114	0.002843564	0.386035435
ENSG00000163393	0.000875809	0.001003992	0.732005228
ENSG00000163395	0.548625364	0.457593763	0.234922064
ENSG00000163399	0.993545964	0.932966772	0.048518364
ENSG00000163431	1.27E-96	1.42E-15	5.182749027
ENSG00000163435	2.04E-151	7.23E-18	7.506190811
ENSG00000163444	0.645377425	0.750701479	0.108201672
ENSG00000163462	0.137291046	0.414124416	0.50707173
ENSG00000163463	0.097790418	0.173020855	0.280828883
ENSG00000163467	0.000320688	0.0039122	1.557390367
ENSG00000163468	2.52E-13	8.14E-08	1.247873566
ENSG00000163472	0.00019225	0.003562205	0.875086953
ENSG00000163479	0	8.72E-20	10.29414105
ENSG00000163485	0.878157444	0.947884328	0.082617219
ENSG00000163486	0.015690479	0.016046636	0.349593889
ENSG00000163518	0.533534682	0.9596413	0.293635489
ENSG00000163531	0.935920677	0.9596413	0.036527681
ENSG00000163534	0.00062696	0.009227953	0.779293821
ENSG00000163545	5.12E-27	1.18E-09	4.828739053
ENSG00000163563	0.33108115	0.599574919	0.297191792
ENSG00000163564	0.998966312	0.966477758	0.045949297
ENSG00000163565	0.74390225	0.900725546	0.006691363
ENSG00000163568	4.85E-10	2.73E-05	1.900315965
ENSG00000163866	0.748308688	0.800306832	0.088504403
ENSG00000163867	0.453890249	0.543090838	0.057583462
ENSG00000163873	1.25E-15	7.44E-07	1.757479919
ENSG00000163874	0.322546772	0.388738507	0.207670802
ENSG00000163875	0.001992696	0.002060117	0.422697575
ENSG00000163877	0.782084356	0.922664252	0.09305445
ENSG00000163879	0.854497963	0.929305132	0.010455836
ENSG00000163909	0.490975671	0.745953969	0.280056114
ENSG00000164002	0.591233097	0.811385628	0.208195643
ENSG00000164008	0.392592065	0.807220769	0.275657083
ENSG00000164010	6.53E-31	9.54E-10	3.460651728
ENSG00000164011	0.761697738	0.916723677	0.008869521
ENSG00000168118	0.000312775	0.002437038	0.611215805
ENSG00000168159	0.26561737	0.523017357	0.220699977
ENSG00000168243	0.225138072	0.334924285	0.216489847
ENSG00000168264	3.55E-06	0.000201519	0.814478057
ENSG00000168275	0.59716623	0.646706478	0.056118819
ENSG00000168389	5.37E-06	0.000137938	0.880237526
ENSG00000168528	0.046960792	0.083880616	0.343368524
ENSG00000168614	0.041068757	0.061313925	0.36822734
ENSG00000168653	0.766084902	0.875799955	0.095411876
ENSG00000168679	0.083987102	0.262436227	0.586391436
ENSG00000168710	2.17E-56	9.42E-14	2.671901847
ENSG00000168765	0.834049472	0.908368075	0.014116878
ENSG00000169174	0.176912508	0.226776228	0.634596093
ENSG00000169213	0.514488255	0.587806093	0.166366855
ENSG00000169218	0.475651407	0.579191901	0.217543842
ENSG00000169224	0.821691296	0.935140055	0.000994236
ENSG00000169231	1.98E-37	2.00E-13	5.046418288
ENSG00000169241	0.139108736	0.35964846	0.190192203
ENSG00000169242	0.528590359	0.793138924	0.146984207
ENSG00000169291	0.927770396	0.934742615	0.028978624
ENSG00000169403	0.073323644	0.085101529	0.350123508
ENSG00000169418	0.484630139	0.604108475	0.238455752
ENSG00000169442	0.022538722	0.027697023	0.492919728
ENSG00000169504	0.006576921	0.26448047	0.797237631
ENSG00000169598	0.77113993	0.941364075	0.007528526
ENSG00000169641	0.34346376	0.591342998	0.19794372
ENSG00000169885	0.333919748	0.633449979	0.550606322
ENSG00000169905	0.008587281	0.015546738	0.402977219
ENSG00000169914	3.29E-06	0.001496599	1.326916078
ENSG00000169962	0.678642724	0.839126033	0.125615668
ENSG00000169972	0.028793837	0.085101529	0.447005834
ENSG00000169991	0.000458	0.007966548	0.776595675
ENSG00000170075	1.46E-07	5.50E-05	1.558973274
ENSG00000170128	3.11E-05	0.00028373	1.414016993
ENSG00000170382	1.71E-06	2.15E-05	0.900037294
ENSG00000170385	0.924890171	0.954470129	0.059446229
ENSG00000170498	0.538205463	0.616610576	0.234603549
ENSG00000170989	0.000251697	0.003426505	0.518848617
ENSG00000171161	0.116314821	0.409873344	0.214996055
ENSG00000171163	2.64E-05	4.72E-05	0.610571141
ENSG00000171357	0.139781295	0.390505358	0.793389931
ENSG00000171385	0.279619734	0.468667902	0.209725352
ENSG00000171488	3.41E-48	2.76E-13	4.390563071
ENSG00000171492	1.56E-58	3.61E-14	2.468938761
ENSG00000171502	0.84213151	0.807220769	0.013418436
ENSG00000171517	3.78E-08	9.00E-06	1.775934813
ENSG00000171603	0.043410219	0.671943242	0.681372511
ENSG00000171608	0.007741398	0.097853844	0.704918387
ENSG00000171612	3.35E-13	3.18E-08	1.56859184
ENSG00000171621	4.27E-65	1.16E-13	3.042198978
ENSG00000171680	8.53E-81	1.42E-15	4.226621798
ENSG00000171729	0.926402374	0.916723677	0.035139315
ENSG00000171735	7.76E-05	0.0005417	0.696676517
ENSG00000171786	0.51699212	0.607613983	0.351620542
ENSG00000171790	0.747504242	0.899004454	0.083218968
ENSG00000171793	0.253722492	0.434213024	0.133836021
ENSG00000171806	0.102020579	0.338662144	0.431136019
ENSG00000171812	5.03E-28	3.06E-10	2.415162439
ENSG00000171819	4.27E-06	0.008201194	1.805175962
ENSG00000171824	0.025857142	0.099790946	0.429542092
ENSG00000171872	0.939633898	0.504255136	0.106561723
ENSG00000171943	0.004454942	0.209992829	0.953390871
ENSG00000171960	0.854468624	0.918336766	0.077765262
ENSG00000172031	0.873040746	0.811383647	0.002587023
ENSG00000172260	0.674797597	0.647197303	0.025618698
ENSG00000172339	0.663066036	0.952087774	0.070558301
ENSG00000172380	1.79E-129	1.38E-16	7.048951529
ENSG00000172410	0.186464108	0.332309376	0.161797651
ENSG00000172456	0.913937303	0.921811402	0.066748342
ENSG00000173080	0.391949038	0.614761018	0.267969995
ENSG00000173110	0.55397576	0.705659665	0.192220836
ENSG00000173171	0.003027003	0.00452622	0.40785655
ENSG00000173207	1.09E-18	1.79E-07	2.832138346
ENSG00000173212	0.449330372	0.508327435	0.161639702
ENSG00000173218	0.865268998	0.874180333	0.081549357
ENSG00000173369	0.757395223	0.982966526	0.125590586
ENSG00000173372	1.22E-05	0.000174411	0.70299883
ENSG00000173406	0.58660008	0.897895853	0.212231578
ENSG00000173409	0.493038288	0.658627122	0.140206198
ENSG00000173436	0.11763259	0.153131689	0.242874172
ENSG00000173614	0.314464303	0.399137561	0.141834912
ENSG00000173627	0.487119949	0.568883849	0.669145402
ENSG00000173641	0.282916863	0.432353339	0.261011656
ENSG00000173660	0.178940474	0.347116244	0.293722685
ENSG00000173726	7.57E-40	1.04E-10	3.452967836
ENSG00000173728	7.51E-08	0.000103893	2.925512802
ENSG00000173846	7.92E-13	1.33E-06	1.432972859
ENSG00000173947	0.003679128	0.006832194	0.756368322
ENSG00000174021	0.061703049	0.07078491	0.272739377
ENSG00000174059	0.895293741	0.916723677	0.062651317
ENSG00000174151	0.849159639	0.989118944	0.07848629
ENSG00000174175	3.27E-78	3.06E-17	8.847671973
ENSG00000174307	0.341917455	0.451088746	0.164843587
ENSG00000174332	0.917386562	0.989118944	0.075094895
ENSG00000174348	0.372602207	0.569822493	0.208699642
ENSG00000174371	0.553075055	0.434968425	0.092638134
ENSG00000174502	0.7564329	0.694527062	0.286042558
ENSG00000174514	0.295595871	0.329916986	0.229343975
ENSG00000174529	0.018891572	0.156406189	1.143077568
ENSG00000174567	0.228799156	0.55844743	0.385159452
ENSG00000174574	0.001593788	0.033849676	0.63962457
ENSG00000174606	0.008632298	0.057397585	0.488200699
ENSG00000174827	0.231304206	0.430864009	0.253627874
ENSG00000174842	0.307879773	0.451666426	0.16285322
ENSG00000175087	0.117866969	0.138266429	0.31770843
ENSG00000175130	0.55748934	0.744738223	0.185940903
ENSG00000175137	0.745997878	0.825760617	0.001795316
ENSG00000175147	0.770430022	0.743292778	0.016650004
ENSG00000175206	0.007447053	0.00142457	2.337178294
ENSG00000175262	0.787734262	0.891103453	0.111665087
ENSG00000175279	2.76E-10	4.43E-06	1.834186746
ENSG00000175707	0.250687197	0.412456489	0.261661483
ENSG00000175756	0.153218336	0.406023774	0.196794319
ENSG00000175793	0.338128703	0.545128229	0.181902163
ENSG00000175984	2.75E-70	1.52E-15	9.130523661
ENSG00000176022	3.19E-06	0.000232153	1.02724449
ENSG00000176083	0.299974756	0.309074306	0.310443538
ENSG00000176092	0.259117872	0.295933062	0.217318815
ENSG00000176261	0.400706539	0.472524615	0.163932284
ENSG00000176393	0.697742788	0.711481175	0.111902517
ENSG00000176444	3.18E-23	4.00E-11	1.510751308
ENSG00000177000	0.704151734	0.86234554	0.030148222
ENSG00000177133	0.002369633	0.005601251	0.819732924
ENSG00000177144	0.727101678	0.780262724	0.006935654
ENSG00000177173	0.308174655	0.940573461	0.636915249
ENSG00000177181	0.821366839	0.983427798	0.0036624
ENSG00000177272	0.001573032	0.0087136	0.701359916
ENSG00000177301	0.438250477	0.569822493	0.205321502
ENSG00000177551	0.858698982	0.798334021	0.139332082
ENSG00000177553	0.360635182	0.446502538	0.495502783
ENSG00000177606	0.305454351	0.410114069	0.269528015
ENSG00000177614	7.64E-202	2.51E-20	6.399611111
ENSG00000177628	0.54612364	0.783498471	0.238205527
ENSG00000177674	0.467435487	0.653494491	0.098425905
ENSG00000177788	0.295414503	0.405127035	0.382424684
ENSG00000177800	0.175580338	0.033604716	0.905279484
ENSG00000177807	0.265693942	0.338137744	0.196668214
ENSG00000177868	5.97E-75	4.01E-14	5.64466739
ENSG00000177888	0.726258537	0.884971903	0.111695476
ENSG00000177954	0.339686575	0.456105128	0.200340856
ENSG00000178028	1.09E-05	0.000199074	0.759583841
ENSG00000178096	0.789509607	0.969451638	0.166377922
ENSG00000178104	0.618248017	0.677929529	0.106819153
ENSG00000178193	0.12775406	0.55675796	0.800720129
ENSG00000178585	0.92437102	0.940573461	0.032496768
ENSG00000178642	0.565210987	0.50186081	0.27748775
ENSG00000178796	2.84E-32	2.55E-09	5.212791021
ENSG00000178821	1.62E-08	4.39E-06	1.305795696
ENSG00000178828	0.987950613	0.992640077	0.044853376
ENSG00000178922	0.087312641	0.096654771	0.287481625
ENSG00000178965	0.193341097	0.446790877	0.398007995
ENSG00000179023	0.95245759	0.996658307	0.035807
ENSG00000179051	0.069675019	0.113033743	0.455295451
ENSG00000179085	0.53869849	0.617636428	0.088855994
ENSG00000179163	0.179945791	0.304951578	0.291718572
ENSG00000179178	1.03E-69	6.14E-12	7.104071079
ENSG00000179397	0.864823354	0.747131365	0.102457635
ENSG00000179403	0.796267156	0.784077684	0.000682949
ENSG00000179456	0.049767319	0.129121186	0.486774087
ENSG00000179546	0.203859124	0.540141494	0.46441293
ENSG00000179639	0.734992048	0.862792784	0.142458737
ENSG00000179743	0.396011999	0.483445597	0.203871334
ENSG00000179840	0.942073396	0.997747851	0.105847268
ENSG00000179862	0.177487805	0.239137312	0.43141113
ENSG00000179902	0.402687951	0.365652042	0.481365587
ENSG00000179914	0.191412242	0.280182969	0.267725717
ENSG00000180098	2.34E-100	4.76E-15	6.784346054
ENSG00000180198	0.602494411	0.646706478	0.030939217
ENSG00000180287	3.35E-41	7.04E-12	4.365687244
ENSG00000180488	0.378092771	0.514970334	0.180314316
ENSG00000180667	0.013311338	0.029167018	0.440223797
ENSG00000180758	0.042697377	0.071528445	0.5225986
ENSG00000180867	0.287656268	0.658627122	0.41998236
ENSG00000180869	0.573268542	0.875799955	0.417625119
ENSG00000180875	0.463776638	0.739169969	0.192677131
ENSG00000181036	0.333719608	0.383653529	0.277641616
ENSG00000181039	4.58E-06	0.0002592	1.445152279
ENSG00000181218	0.914132404	0.937046579	0.074469142
ENSG00000181227	0.110536436	0.55844743	1.175839946
ENSG00000181450	1.07E-13	5.26E-09	2.136724363
ENSG00000181656	0.963084305	0.949232528	0.056677714
ENSG00000181754	0.040418556	0.049752567	0.325382757
ENSG00000181773	0.645795385	0.587806093	0.123049703
ENSG00000181817	0.28461156	0.237630741	0.292012844
ENSG00000181873	4.44E-06	2.44E-05	0.707058297
ENSG00000182004	1.99E-24	1.17E-09	2.059453882
ENSG00000182109	0.176292037	0.313319884	0.314772101
ENSG00000182118	0.238993278	0.455075621	0.472034907
ENSG00000182134	0.38322906	0.718842735	0.208571483
ENSG00000182183	0.966311796	0.922714541	0.03514532
ENSG00000182217	0.001117521	0.001664344	0.560337653
ENSG00000182749	8.64E-25	1.42E-08	3.201111414
ENSG00000182795	0.986443454	0.949161034	0.043392174
ENSG00000182827	0.428197911	0.698889733	0.075448577
ENSG00000182866	0.653073979	0.988337441	0.065177241
ENSG00000182873	1.91E-59	6.32E-14	3.56132073
ENSG00000182901	0.8853758	0.900425728	0.109003849
ENSG00000183114	0.695428855	0.679416693	0.237846963
ENSG00000183155	0.143568643	0.17347445	0.268219134
ENSG00000183291	1.16E-05	3.20E-05	0.545039003
ENSG00000183298	0.23363964	0.084594496	0.645624874
ENSG00000183317	0.311553781	0.440832181	0.259387119
ENSG00000183347	0.0541171	0.087275977	0.731712595
ENSG00000183386	3.71E-112	1.47E-17	4.331352609
ENSG00000183431	4.98E-08	7.85E-06	0.736351769
ENSG00000183508	0.420019006	0.641006237	0.115044734
ENSG00000183520	5.29E-58	9.99E-12	6.780233554
ENSG00000183558	0.301793397	0.309473551	0.270178529
ENSG00000183615	1.04E-55	3.25E-13	3.694035581
ENSG00000183682	0.001239323	0.009465821	1.209626167
ENSG00000183726	0.002149809	0.007853175	0.576764824
ENSG00000183780	0.000551069	0.204423123	1.69682775
ENSG00000183814	0.030257353	0.076259034	0.414379121
ENSG00000183831	0.902480182	0.974153306	0.014259696
ENSG00000183853	6.89E-06	0.000509667	0.699635233
ENSG00000183856	4.40E-18	8.78E-09	2.472111599
ENSG00000183888	0.265943421	0.866179032	0.916654918
ENSG00000183941	8.23E-10	1.12E-06	1.115146147
ENSG00000184005	4.02E-31	3.45E-10	3.350778946
ENSG00000184007	4.00E-200	1.42E-19	8.138399556
ENSG00000184144	0.242886725	0.342802372	0.266829351
ENSG00000184163	0.91257015	0.982966526	0.070126098
ENSG00000184260	3.76E-05	0.000105372	2.19939264
ENSG00000184292	0.436700533	0.548630848	0.21871464
ENSG00000184313	0.206463374	0.206169034	0.191710842
ENSG00000184371	6.11E-92	1.40E-16	2.916295398
ENSG00000184454	0.263173659	0.460797801	0.31273697
ENSG00000184588	1.60E-38	6.96E-12	2.861046211
ENSG00000184599	5.98E-237	3.39E-17	12.82662412
ENSG00000184677	0.681340405	0.922684424	0.108352399
ENSG00000184678	1.49E-11	8.20E-06	3.437385558
ENSG00000184908	0.764943785	0.762869827	0.165879184
ENSG00000184909	0.875793995	0.921811402	0.18333219
ENSG00000185044	0.391014996	0.670001459	0.26285259
ENSG00000185090	0.886253327	0.934742615	0.099138367
ENSG00000185104	5.24E-17	4.57E-09	1.225535349
ENSG00000185155	0.467293283	0.940573461	0.325746822
ENSG00000185220	0.078830557	0.188106544	0.432716751
ENSG00000185278	0.997199783	0.920752623	0.047043607
ENSG00000185420	9.23E-05	0.000284584	0.715293581
ENSG00000185436	2.28E-10	9.25E-06	1.403082097
ENSG00000185483	4.55E-77	3.77E-15	4.443600646
ENSG00000185495	2.11E-09	1.39E-06	1.407422367
ENSG00000185499	0.180460406	0.473062208	0.345993591
ENSG00000185630	0.106400157	0.197281228	0.365577291
ENSG00000185668	0.659307937	0.69270545	0.093186582
ENSG00000185839	0.031173727	0.053535297	0.971899329
ENSG00000185842	1.67E-37	1.21E-13	2.245268382
ENSG00000185946	0.494786983	0.591342998	0.142191175
ENSG00000186056	1.48E-14	5.31E-08	2.380493251
ENSG00000186063	0.087711988	0.408129917	0.285208573
ENSG00000186086	3.56E-191	2.22E-15	8.420808747
ENSG00000186094	0.533614548	0.487527223	0.171624446
ENSG00000186141	1.32E-47	8.73E-12	3.367644115
ENSG00000186160	0.400604007	0.138327951	0.804793613
ENSG00000186197	0.082741726	0.206169034	0.47673697
ENSG00000186205	2.14E-91	4.64E-16	6.205614171
ENSG00000186226	0.197366176	0.337207296	0.530583889
ENSG00000186275	2.24E-17	2.91E-08	1.425752294
ENSG00000186283	0.405084442	0.818613629	0.213102327
ENSG00000186301	0.933781077	0.952087774	0.067654117
ENSG00000186364	0.221223677	0.398140978	0.823734766
ENSG00000186377	0.001838069	3.12E-06	2.542680394
ENSG00000186409	0.710765926	0.880627839	0.12860906
ENSG00000186501	0.145715043	0.277662514	0.210833533
ENSG00000186510	0.803450768	0.93969285	0.156237258
ENSG00000186517	5.33E-128	8.02E-17	7.636995703
ENSG00000186564	0.586382097	0.601317525	0.152432237
ENSG00000186603	0.677980026	0.744938097	0.016249893
ENSG00000186715	0.235972076	0.282639822	0.278297589
ENSG00000186790	0.346876788	0.939966865	0.675086986
ENSG00000186827	0.535502581	0.655005778	0.17877558
ENSG00000186891	0.729413586	0.753755152	0.012559441
ENSG00000186973	0.275205807	0.69270545	0.559703604
ENSG00000187010	0.002240075	0.010893095	1.1092293
ENSG00000187017	0.612822824	0.691291164	0.038704159
ENSG00000187140	6.37E-13	2.29E-05	3.962276471
